trait,broaderTerm,narrowerTerm,relatedTerm,valueType,expectedUnit,factorLevels,maxAllowedValue,minAllowedValue,traitDescription,comments,source,fa_y
Extreme.cold,Natural threats,,,binomial,.na,"Yes = 1, No = 0",.na,.na,"Lastly, Natural threats (Tnat) refer to threats that are natural in origin, though their frequency may be impacted by human activities, and that may directly or indirectly impact populations, such as diseases (e.g., White-nose syndrome) and climate-driven risks (e.g., drought, extreme cold)",,https://doi.org/10.1038/s41597-022-01234-4,Tanalgo_2022
Storm,Natural threats,,,binomial,.na,"Yes = 1, No = 0",.na,.na,"Lastly, Natural threats (Tnat) refer to threats that are natural in origin, though their frequency may be impacted by human activities, and that may directly or indirectly impact populations, such as diseases (e.g., White-nose syndrome) and climate-driven risks (e.g., drought, extreme cold)",,https://doi.org/10.1038/s41597-022-01234-4,Tanalgo_2022
"Record 
life span",,,,numerical,,.na,,,Records of longevity and associated life history and ecological variables were obtained for 64 species of bats (see Supplementary materials http://www.blackwell-science.co.uk/products/journals/suppmat/ACE/ACE020/ACE020sm.htm) either from the primary literature or from personal records of resighted or recaptured animals banded in the field.,,https://doi.org/10.1046/j.1474-9728.2002.00020.x,Wilkinson_2002
"Progeny 
per year",,,,numerical,,.na,,,Reproductive rate was estimated as the product of average litter size and the average number of births per year.,,https://doi.org/10.1046/j.1474-9728.2002.00020.x,Wilkinson_2002
Latitude,,,,numerical,,.na,,,We either used the latitude where a longevity record was obtained or the latitude at the middle of a species’ range as reported in the literature.,,https://doi.org/10.1046/j.1474-9728.2002.00020.x,Wilkinson_2002
"Colony 
size",,,,numerical,,.na,,,"Median colony size was taken from previous reviews (Hosken, 1997, 1998) or from species accounts in the literature.",,https://doi.org/10.1046/j.1474-9728.2002.00020.x,Wilkinson_2002
"Female 
mass (g)",,,,numerical,g,.na,,,"When available, we used average body mass of the individuals for which longevity records were available. Otherwise, we used average body mass of females reported in the literature.",,https://doi.org/10.1046/j.1474-9728.2002.00020.x,Wilkinson_2002
Hibernate,,,,categorical,.na,"yes, no",.na,.na,,,https://doi.org/10.1046/j.1474-9728.2002.00020.x,Wilkinson_2002
"Cave 
roost",,,,categorical,.na,"never, sometimes, always",.na,.na,"Bats utilize a variety of roosting sites, including foliage, caves, tree hollows, and man-made structures (Kunz, 1982) with some species using different types of roosts in different regions or times of the year. To reduce the potential complexity of this variable we scored roosting habit as either always in a cave, never in a cave or sometimes use a cave.",,https://doi.org/10.1046/j.1474-9728.2002.00020.x,Wilkinson_2002
Diet,,,,categorical,.na,"animal, fruit",.na,.na,We reduced the potential complexity associated with diet either to consuming animal matter or to consuming fruit or nectar.,,https://doi.org/10.1046/j.1474-9728.2002.00020.x,Wilkinson_2002
sex,,,,categorical,.na,"male, female",.na,.na,The sex of the individual(s).,,https://doi.org/10.1038/s41597-022-01364-9,Herberstein_2022
body mass,,,,numeric,kg,.na,,,Numeric standardised body mass value,,https://doi.org/10.1038/s41597-022-01364-9,Herberstein_2022
original body mass,,,,numeric,,.na,,,Unstandardised mass or weight value from source document,,https://doi.org/10.1038/s41597-022-01364-9,Herberstein_2022
metabolic rate,,,,numeric,W,.na,,,Numeric standardised metabolic rate value,,https://doi.org/10.1038/s41597-022-01364-9,Herberstein_2022
original metabolic rate,,,,numeric,,.na,,,Unstandardised metabolic rate value from source document,,https://doi.org/10.1038/s41597-022-01364-9,Herberstein_2022
original temperature,,,,numeric,,.na,,,Temperature at which metabolic rate was measured,,https://doi.org/10.1038/s41597-022-01364-9,Herberstein_2022
mass-specific metabolic rate,,,,numeric,,.na,,,Numeric standardised metabolic rate / body mass,,https://doi.org/10.1038/s41597-022-01364-9,Herberstein_2022
brain size,,,,numeric,g,.na,,,Numeric standardised brain size,,https://doi.org/10.1038/s41597-022-01364-9,Herberstein_2022
original brain size,,,,numeric,,.na,,,Unstandardised brain size from source document,,https://doi.org/10.1038/s41597-022-01364-9,Herberstein_2022
diet,,,,categorical,.na,"(1) animalivore species that occasionally feed on fruits (e.g. phyllostomines, micronycterines), (2) nectar-feeding species which are secondary frugivorous but frequently feed on fruits (glossophagines and lonchophyllines), and (3) obligatory frugivores species which are highly dependent on fruit (carolliines and stenordermatines)",.na,.na,"For diet, we used a previous classification of degree of frugivory in the Neotropical bat family Phyllostomidae (Lobova et al. 2009; Fleming and Kress 2013; Mello et al. 2015) which is: (1) animalivore species that occasionally feed on fruits (e.g. phyllostomines, micronycterines), (2) nectar-feeding species which are secondary frugivorous but frequently feed on fruits (glossophagines and lonchophyllines), and (3) obligatory frugivores species which are highly dependent on fruit (carolliines and stenordermatines).",effect,10.1007/s00442-020-04662-4,Gonçalvez-Souza_2023
aspect ratio,,,,numeric,,.na,,,"We used aspect ratio (AR), i.e. the ratio between wingspan and wing area, as the morphological trait related to wing shape.",effect,10.1007/s00442-020-04662-4,Gonçalvez-Souza_2023
body mass,,,,numeric,,.na,,,,effect,10.1007/s00442-020-04662-4,Gonçalvez-Souza_2023
greatest skull length,skull shape,,,numeric,,.na,,,"Selected skull dimensions were the greatest length, braincase and zygomatic breadth. Because these tree variables are highly correlated (Appendix 3), we ran a principal component analysis (PCA) to summarize the three measurements in a unique variable (PC1).",effect,10.1007/s00442-020-04662-4,Gonçalvez-Souza_2023
braincase breadth,skull shape,,,numeric,,.na,,,"Selected skull dimensions were the greatest length, braincase and zygomatic breadth. Because these tree variables are highly correlated (Appendix 3), we ran a principal component analysis (PCA) to summarize the three measurements in a unique variable (PC1).",effect,10.1007/s00442-020-04662-4,Gonçalvez-Souza_2023
zygomatic breadth,skull shape,,,numeric,,.na,,,"Selected skull dimensions were the greatest length, braincase and zygomatic breadth. Because these tree variables are highly correlated (Appendix 3), we ran a principal component analysis (PCA) to summarize the three measurements in a unique variable (PC1).",effect,10.1007/s00442-020-04662-4,Gonçalvez-Souza_2023
foraging guild,,,,categorical,.na,"mixed, open, edge, glean",.na,.na,,response,10.1098/rspb.2018.2193,Gonçalvez-Souza_2023
diet specialization,,,,categorical,.na,"spec, interm, gener",.na,.na,,response,10.1098/rspb.2018.2193,Gonçalvez-Souza_2023
nursery site,,,,categorical,.na,"cave, tree, build",.na,.na,,response,10.1098/rspb.2018.2193,Gonçalvez-Souza_2023
migration strategy,,,,categorical,.na,"resid, short, long",.na,.na,,response,10.1098/rspb.2018.2193,Gonçalvez-Souza_2023
mean birth date,,,,categorical,.na,"may, june, july",.na,.na,Months of year,response,10.1098/rspb.2018.2193,Gonçalvez-Souza_2023
home range size,,,,categorical,.na,"small, mid, large, very large",.na,.na,,response,10.1098/rspb.2018.2193,Gonçalvez-Souza_2023
female fecundity,,,,numeric,pups,.na,,,,response,10.1098/rspb.2018.2193,Gonçalvez-Souza_2023
body mass,,,,numeric,,.na,,,,response,10.1098/rspb.2018.2193,Gonçalvez-Souza_2023
habitat specilization,,,,numeric,,.na,,,ssi,response,10.1098/rspb.2018.2193,Gonçalvez-Souza_2023
thermal index,,,,numeric,Cº,.na,,,sti,response,10.1098/rspb.2018.2193,Gonçalvez-Souza_2023
trophic functional groups,,,,categorical,.na,"aerial insectivores, frugivores, gleaning animalivores, nectarivores, piscivores, sanguinivores",.na,.na,,response,10.1111/ecog.03654,Gonçalvez-Souza_2023
forearm length,morphological,,,numeric,,.na,,,,response,10.1111/ecog.03654,Gonçalvez-Souza_2023
greatest length of skull,morphological,,,numeric,,.na,,,,response,10.1111/ecog.03654,Gonçalvez-Souza_2023
condylobasal length,morphological,,,numeric,,.na,,,,response,10.1111/ecog.03654,Gonçalvez-Souza_2023
length of maxillary toothrow,morphological,,,numeric,,.na,,,,response,10.1111/ecog.03654,Gonçalvez-Souza_2023
breadth of post-orbital constriction,morphological,,,numeric,,.na,,,,response,10.1111/ecog.03654,Gonçalvez-Souza_2023
breadth of braincase,morphological,,,numeric,,.na,,,,response,10.1111/ecog.03654,Gonçalvez-Souza_2023
breadth across upper molars,morphological,,,numeric,,.na,,,,response,10.1111/ecog.03654,Gonçalvez-Souza_2023
Total skull length (TL),Morphological traits,,,numeric,,.na,,,,undefined,10.3390/d10030100,Gonçalvez-Souza_2023
Postorbital Width (PW),Morphological traits,,,numeric,,.na,,,,undefined,10.3390/d10030100,Gonçalvez-Souza_2023
Zygomatic Breadth (ZB),Morphological traits,,,numeric,,.na,,,,undefined,10.3390/d10030100,Gonçalvez-Souza_2023
Posterior Skull width (PSW),Morphological traits,,,numeric,,.na,,,,undefined,10.3390/d10030100,Gonçalvez-Souza_2023
Palatal Width at canines (PW),Morphological traits,,,numeric,,.na,,,,undefined,10.3390/d10030100,Gonçalvez-Souza_2023
Palatal Width at first molar (PW1),Morphological traits,,,numeric,,.na,,,,undefined,10.3390/d10030100,Gonçalvez-Souza_2023
Total Palate Length (TPL),Morphological traits,,,numeric,,.na,,,,undefined,10.3390/d10030100,Gonçalvez-Souza_2023
Anterior Skull Length (ASL),Morphological traits,,,numeric,,.na,,,,undefined,10.3390/d10030100,Gonçalvez-Souza_2023
Post-Palatal length (PPL),Morphological traits,,,numeric,,.na,,,,undefined,10.3390/d10030100,Gonçalvez-Souza_2023
Maxillary Toothrow Length (MTL),Morphological traits,,,numeric,,.na,,,,undefined,10.3390/d10030100,Gonçalvez-Souza_2023
Dentary Depth under first molar (DD),Morphological traits,,,numeric,,.na,,,,undefined,10.3390/d10030100,Gonçalvez-Souza_2023
Coronoid Process Height (CPH),Morphological traits,,,numeric,,.na,,,,undefined,10.3390/d10030100,Gonçalvez-Souza_2023
Condyle height (CH),Morphological traits,,,numeric,,.na,,,,undefined,10.3390/d10030100,Gonçalvez-Souza_2023
Condyle to Canine bite point distance (CC),Morphological traits,,,numeric,,.na,,,,undefined,10.3390/d10030100,Gonçalvez-Souza_2023
Condyle to first molar point distance (Cm1),Morphological traits,,,numeric,,.na,,,,undefined,10.3390/d10030100,Gonçalvez-Souza_2023
Condyle to last molar point distance (Cm3),Morphological traits,,,numeric,,.na,,,,undefined,10.3390/d10030100,Gonçalvez-Souza_2023
Total Dentary Length (TDL),Morphological traits,,,numeric,,.na,,,,undefined,10.3390/d10030100,Gonçalvez-Souza_2023
Condyle-Coronoid Length (CCL),Morphological traits,,,numeric,,.na,,,,undefined,10.3390/d10030100,Gonçalvez-Souza_2023
Coronoid-Angular Length (CAL),Morphological traits,,,numeric,,.na,,,,undefined,10.3390/d10030100,Gonçalvez-Souza_2023
Mandibular toothrow length (MAN),Morphological traits,,,numeric,,.na,,,,undefined,10.3390/d10030100,Gonçalvez-Souza_2023
Ability to fly,,,,categorical,.na,"edge, gleaner, open",.na,.na,,response,10.1016/j.foreco.2018.02.028,Gonçalvez-Souza_2023
body mass,,,,numeric,,.na,,,,response,10.1016/j.biocon.2017.12.036,Gonçalvez-Souza_2023
trophic level,,,,categorical,.na,"animalivorous, phytophagous",.na,.na,,response,10.1016/j.biocon.2017.12.036,Gonçalvez-Souza_2023
dietary specialization,,,,categorical,.na,"low, intermediate, high",.na,.na,,response,10.1016/j.biocon.2017.12.036,Gonçalvez-Souza_2023
vertical stratification,,,,categorical,.na,"canopy, oportunistic, understorey",.na,.na,,response,10.1016/j.biocon.2017.12.036,Gonçalvez-Souza_2023
aspect ratio,wing morphology,,,numeric,,.na,,,,response,10.1016/j.biocon.2017.12.036,Gonçalvez-Souza_2023
relative wing loading,wing morphology,,,numeric,,.na,,,,response,10.1016/j.biocon.2017.12.036,Gonçalvez-Souza_2023
Foraging guild,,,,categorical,.na,"edge, open, clutter",.na,.na,,undefined,10.4404/hystrix-00016-2017,Gonçalvez-Souza_2023
diet,,,,categorical,.na,"insectivore, nectivore, carnivore",.na,.na,,undefined,10.4404/hystrix-00016-2017,Gonçalvez-Souza_2023
mass,Size,,,numeric,g,.na,,,,undefined,10.4404/hystrix-00016-2017,Gonçalvez-Souza_2023
wing loading,Wing morphology,,,numeric,N/m2,.na,,,,undefined,10.4404/hystrix-00016-2017,Gonçalvez-Souza_2023
aspect ratio,Wing morphology,,,numeric,,.na,,,,undefined,10.4404/hystrix-00016-2017,Gonçalvez-Souza_2023
peak frequency,echolocation,,,numeric,kHz,.na,,,,undefined,10.4404/hystrix-00016-2017,Gonçalvez-Souza_2023
roost site,,,,categorical,.na,"cave, crevice, tree",.na,.na,,undefined,10.4404/hystrix-00016-2017,Gonçalvez-Souza_2023
Foraging guild ,,,,categorical,.na,"Open-space foragers-1, Edge-space foragers-2, Narrow-space foragers-3",.na,.na,"Use of the aerosphere by each species, requiring adaptations in wing shape and echolocation calls",response,10.4404/hystrix-00020-2017,Gonçalvez-Souza_2023
Main Feeding Habits,,,,categorical,.na,"Frugivory (F)-1, Nectarivory (N)-2, Insectivory (I)-3, Carnivory (C)-4, Omnivory (O)-5, Sanguinivory (S)-6, F+N-7, F+I-8, F+C-9; N+I-10, F+N+I-11, F+I+C-12",.na,.na,Main types of dietary items,response,10.4404/hystrix-00020-2017,Gonçalvez-Souza_2023
Main trophic level ,,,,categorical,.na,"Phytophagous-1, Insectivorous-2, Carnivorous-3, Omnivorous-4",.na,.na,"Four general categories, based on the information of the guilds",response,10.4404/hystrix-00020-2017,Gonçalvez-Souza_2023
Forearm length ,,,,numeric,,.na,,,Average forearm length of each species captured / literature data,response,10.4404/hystrix-00020-2017,Gonçalvez-Souza_2023
body mass,,,,numeric,,.na,,,Average body mass of each species captured / literature data,response,10.4404/hystrix-00020-2017,Gonçalvez-Souza_2023
Aspect ratio,,,,numeric,,.na,,,Average aspect ratio – wingspan (cm)/area (cm2) –captures / literature data,response,10.4404/hystrix-00020-2017,Gonçalvez-Souza_2023
Wing load,,,,numeric,,.na,,,Average relative wing loading - weight (g)/ wing area (cm2) – of each captures / literature data,response,10.4404/hystrix-00020-2017,Gonçalvez-Souza_2023
diet,,,,categorical,.na,"F = fruit, N = nectar, I = invertebrates, V = vertebrates, B = blood",.na,.na,,response,10.1111/btp.12501,Gonçalvez-Souza_2023
foraging location,,,,categorical,.na,"C = forest canopy, S = forest subcanopy, U = forest understory",.na,.na,,response,10.1111/btp.12501,Gonçalvez-Souza_2023
foraging strategy,,,,categorical,.na,"P = pounce, G = glean, H = hover",.na,.na,,response,10.1111/btp.12501,Gonçalvez-Souza_2023
body mass,body size,,,numeric,,.na,,,,response,10.1111/btp.12501,Gonçalvez-Souza_2023
forearm length,body size,,,numeric,,.na,,,,response,10.1111/btp.12501,Gonçalvez-Souza_2023
greatest length of skull,masticatory mode,,,numeric,,.na,,,,response,10.1111/btp.12501,Gonçalvez-Souza_2023
condylobasal length,masticatory mode,,,numeric,,.na,,,,response,10.1111/btp.12501,Gonçalvez-Souza_2023
maxillary tooth row length,masticatory mode,,,numeric,,.na,,,,response,10.1111/btp.12501,Gonçalvez-Souza_2023
breadth across upper molars,masticatory mode,,,numeric,,.na,,,,response,10.1111/btp.12501,Gonçalvez-Souza_2023
post-orbital constriction,masticatory mode,,,numeric,,.na,,,,response,10.1111/btp.12501,Gonçalvez-Souza_2023
breadth of braincase,masticatory mode,,,numeric,,.na,,,,response,10.1111/btp.12501,Gonçalvez-Souza_2023
wing aspect ratio,aerodynamics,,,numeric,,.na,,,,response,10.1111/btp.12501,Gonçalvez-Souza_2023
wing loading,aerodynamics,,,numeric,,.na,,,,response,10.1111/btp.12501,Gonçalvez-Souza_2023
FA = Forearm length,,,,numeric,,.na,,,,undefined,10.3161/15081109ACC2017.19.2.005,Gonçalvez-Souza_2023
GSL = Greatest skull length,,,,numeric,,.na,,,,undefined,10.3161/15081109ACC2017.19.2.005,Gonçalvez-Souza_2023
TL = Total length,,,,numeric,,.na,,,,undefined,10.3161/15081109ACC2017.19.2.005,Gonçalvez-Souza_2023
T = Tail length,,,,numeric,,.na,,,,undefined,10.3161/15081109ACC2017.19.2.005,Gonçalvez-Souza_2023
E = Ear length,,,,numeric,,.na,,,,undefined,10.3161/15081109ACC2017.19.2.005,Gonçalvez-Souza_2023
CI = Condylo-incisive length,,,,numeric,,.na,,,,undefined,10.3161/15081109ACC2017.19.2.005,Gonçalvez-Souza_2023
CC = Condylo-canine length,,,,numeric,,.na,,,,undefined,10.3161/15081109ACC2017.19.2.005,Gonçalvez-Souza_2023
Zyg = Zygomatic breadth,,,,numeric,,.na,,,,undefined,10.3161/15081109ACC2017.19.2.005,Gonçalvez-Souza_2023
Mast = Mastoid breadth,,,,numeric,,.na,,,,undefined,10.3161/15081109ACC2017.19.2.005,Gonçalvez-Souza_2023
Brain = Breadth of brain case,,,,numeric,,.na,,,,undefined,10.3161/15081109ACC2017.19.2.005,Gonçalvez-Souza_2023
Inter = Narrowest breadth of skull,,,,numeric,,.na,,,,undefined,10.3161/15081109ACC2017.19.2.005,Gonçalvez-Souza_2023
Mand = Mandibular length,,,,numeric,,.na,,,,undefined,10.3161/15081109ACC2017.19.2.005,Gonçalvez-Souza_2023
Mc-m3 = Mandibular tooth row length,,,,numeric,,.na,,,,undefined,10.3161/15081109ACC2017.19.2.005,Gonçalvez-Souza_2023
c-m3 = Length of upper tooth row,,,,numeric,,.na,,,,undefined,10.3161/15081109ACC2017.19.2.005,Gonçalvez-Souza_2023
c-c = Width across the upper canines,,,,numeric,,.na,,,,undefined,10.3161/15081109ACC2017.19.2.005,Gonçalvez-Souza_2023
m3-m3 = Width across the upper molars,,,,numeric,,.na,,,,undefined,10.3161/15081109ACC2017.19.2.005,Gonçalvez-Souza_2023
ecolocation strategy,,,,categorical,.na,"high-duty cycle echolocation (HDC), low-duty cycle nasal echolocation (LDCN), low-duty cycle mouth echolocation (LDCM)",.na,.na,"We also classified bats to one of three echolocation strategies — high-duty cycle echolocation (HDC), low-duty cycle nasal echolocation (LDCN) or low-duty cycle mouth echolocation (LDCM) (Monadjem et al., 2010; Lazure and Fenton, 2011).",undefined,10.3161/15081109ACC2017.19.2.005,Gonçalvez-Souza_2023
foraging guild,,,,categorical,.na,"AI = aerial insectivore, HI = high flying insectivores, GO = gleaning omnivores, CF = canopy frugivores, UF = understory frugivores, N = nectarivores, S = sanguinivores, P = piscivores",.na,.na,,response,10.1111/2041-210X.12696,Gonçalvez-Souza_2023
fruit,diet,,,categorical,.na,"1 = yes, 2 = no",.na,.na,,response,10.1111/2041-210X.12696,Gonçalvez-Souza_2023
nectar,diet,,,categorical,.na,"1 = yes, 2 = no",.na,.na,,response,10.1111/2041-210X.12696,Gonçalvez-Souza_2023
invertebrates,diet,,,categorical,.na,"1 = yes, 2 = no",.na,.na,,response,10.1111/2041-210X.12696,Gonçalvez-Souza_2023
terrestrial vertebrates,diet,,,categorical,.na,"1 = yes, 2 = no",.na,.na,,response,10.1111/2041-210X.12696,Gonçalvez-Souza_2023
fish,diet,,,categorical,.na,"1 = yes, 2 = no",.na,.na,,response,10.1111/2041-210X.12696,Gonçalvez-Souza_2023
blood,diet,,,categorical,.na,"1 = yes, 2 = no",.na,.na,,response,10.1111/2041-210X.12696,Gonçalvez-Souza_2023
open habitat,foraging location,,,categorical,.na,"1 = yes, 2 = no",.na,.na,,response,10.1111/2041-210X.12696,Gonçalvez-Souza_2023
above water,foraging location,,,categorical,.na,"1 = yes, 2 = no",.na,.na,,response,10.1111/2041-210X.12696,Gonçalvez-Souza_2023
above canopy,foraging location,,,categorical,.na,"1 = yes, 2 = no",.na,.na,,response,10.1111/2041-210X.12696,Gonçalvez-Souza_2023
canopy,foraging location,,,categorical,.na,"1 = yes, 2 = no",.na,.na,,response,10.1111/2041-210X.12696,Gonçalvez-Souza_2023
subcanopy,foraging location,,,categorical,.na,"1 = yes, 2 = no",.na,.na,,response,10.1111/2041-210X.12696,Gonçalvez-Souza_2023
understory,foraging location,,,categorical,.na,"1 = yes, 2 = no",.na,.na,,response,10.1111/2041-210X.12696,Gonçalvez-Souza_2023
aerial,foraging strategy,,,categorical,.na,"1 = yes, 2 = no",.na,.na,,response,10.1111/2041-210X.12696,Gonçalvez-Souza_2023
gleaning,foraging strategy,,,categorical,.na,"1 = yes, 2 = no",.na,.na,,response,10.1111/2041-210X.12696,Gonçalvez-Souza_2023
hover,foraging strategy,,,categorical,.na,"1 = yes, 2 = no",.na,.na,,response,10.1111/2041-210X.12696,Gonçalvez-Souza_2023
other,foraging strategy,,,categorical,.na,"1 = yes, 2 = no",.na,.na,,response,10.1111/2041-210X.12696,Gonçalvez-Souza_2023
mass,body size,,,numeric,,.na,,,,response,10.1111/2041-210X.12696,Gonçalvez-Souza_2023
forearm length,body size,,,numeric,,.na,,,,response,10.1111/2041-210X.12696,Gonçalvez-Souza_2023
greatest length of skull,masticatory mode,,,numeric,,.na,,,,response,10.1111/2041-210X.12696,Gonçalvez-Souza_2023
condylobasal length,masticatory mode,,,numeric,,.na,,,,response,10.1111/2041-210X.12696,Gonçalvez-Souza_2023
molar tooth row length,masticatory mode,,,numeric,,.na,,,,response,10.1111/2041-210X.12696,Gonçalvez-Souza_2023
breadth across molars,masticatory mode,,,numeric,,.na,,,,response,10.1111/2041-210X.12696,Gonçalvez-Souza_2023
post-orbital constriction,masticatory mode,,,numeric,,.na,,,,response,10.1111/2041-210X.12696,Gonçalvez-Souza_2023
breadth of braincase,masticatory mode,,,numeric,,.na,,,,response,10.1111/2041-210X.12696,Gonçalvez-Souza_2023
Aspect ratio,flight ability,,,numeric,,.na,,,,response,10.1111/2041-210X.12696,Gonçalvez-Souza_2023
wing loading,flight ability,,,numeric,,.na,,,,response,10.1111/2041-210X.12696,Gonçalvez-Souza_2023
forearm length,,,,numeric,,.na,,,,response,10.7717/peerj.3424,Gonçalvez-Souza_2023
weight,,,,numeric,,.na,,,,response,10.7717/peerj.3424,Gonçalvez-Souza_2023
diet,,,,categorical,.na,"insectivorous, frugivorous, hematophagous",.na,.na,,response,10.7717/peerj.3424,Gonçalvez-Souza_2023
flight heigth,,,,categorical,.na,"low, medium, high",.na,.na,,response,10.7717/peerj.3424,Gonçalvez-Souza_2023
echolocation call type,,,,categorical,.na,"N = no call, CF = constant frequency call, FM.QCF = frequency modulated call with a quasi-constant frequency tail, FMmult = multi-harmonic frequency modulated call, FM = frequency modulated call, Clk = click call",.na,.na,,response,10.1016/j.biocon.2017.03.026,Gonçalvez-Souza_2023
diet,,,,categorical,.na,"Fru = frugivore, Ins = insectivore, Car = insectivore and carnivore",.na,.na,,response,10.1016/j.biocon.2017.03.026,Gonçalvez-Souza_2023
frequency of maximum energy,,,,numeric,,.na,,,,response,10.1016/j.biocon.2017.03.026,Gonçalvez-Souza_2023
forearm length,,,,numeric,,.na,,,,response,10.1016/j.biocon.2017.03.026,Gonçalvez-Souza_2023
wing aspect ratio,,,,numeric,,.na,,,,response,10.1016/j.biocon.2017.03.026,Gonçalvez-Souza_2023
relative wing loading,,,,numeric,,.na,,,,response,10.1016/j.biocon.2017.03.026,Gonçalvez-Souza_2023
forearm size,,,,numeric,,.na,,,,response,10.1371/journal.pone.0166765,Gonçalvez-Souza_2023
wingspan,,,,numeric,,.na,,,,response,10.1371/journal.pone.0166765,Gonçalvez-Souza_2023
total wing area,,,,numeric,,.na,,,,response,10.1371/journal.pone.0166765,Gonçalvez-Souza_2023
wing loading,,,,numeric,,.na,,,,response,10.1371/journal.pone.0166765,Gonçalvez-Souza_2023
aspect ratio,,,,numeric,,.na,,,,response,10.1371/journal.pone.0166765,Gonçalvez-Souza_2023
body weight,,,,numeric,,.na,,,,response,10.1371/journal.pone.0166765,Gonçalvez-Souza_2023
diet,,,,categorical,.na,"frugivorous 1, frugivorous 2, frugivorous 3, frugivorous 4, nectarivorous, insectivorous, hematophage",.na,.na,,response,10.1371/journal.pone.0166765,Gonçalvez-Souza_2023
conservation status,,,,categorical,.na,"Least Concern, Near-threatened, Vulnerable",.na,.na,,response,10.1007/s00442-016-3671-9,Gonçalvez-Souza_2023
biogeographical range,,,,categorical,.na,"Northern, Widespread, Southern",.na,.na,,response,10.1007/s00442-016-3671-9,Gonçalvez-Souza_2023
Diet specialisation,,,,categorical,.na,"Generalist, Intermediate, Specialist",.na,.na,,response,10.1007/s00442-016-3671-9,Gonçalvez-Souza_2023
foraging guild,,,,categorical,.na,"
Gleaning, Mixed Gleaning/flying, Flying edge/close, Flying open",.na,.na,,response,10.1007/s00442-016-3671-9,Gonçalvez-Souza_2023
fecundity,,,,numeric,offspring,.na,3,1,,response,10.1007/s00442-016-3671-9,Gonçalvez-Souza_2023
nest or roost site location,,,,categorical,.na,"Building, Cave and rock, Tree",.na,.na,,response,10.1007/s00442-016-3671-9,Gonçalvez-Souza_2023
body mass,,,,numeric,,.na,,,,response,10.1007/s00442-016-3671-9,Gonçalvez-Souza_2023
home range size,,,,numeric,ha,.na,,,,response,10.1007/s00442-016-3671-9,Gonçalvez-Souza_2023
migration status,,,,categorical,.na,"Resident, Short-distance migrant, Long-distance migrant",.na,.na,,response,10.1007/s00442-016-3671-9,Gonçalvez-Souza_2023
average birth date,breeding phenology,,,categorical,.na,"Before June, June, After June",.na,.na,,response,10.1007/s00442-016-3671-9,Gonçalvez-Souza_2023
body mass,,,,numeric,,.na,,,,response,10.1111/1365-2664.12490,Gonçalvez-Souza_2023
trophic level,,,,categorical,.na,"animalivorous, phytophagous",.na,.na,,response,10.1111/1365-2664.12490,Gonçalvez-Souza_2023
dietary specialization,,,,categorical,.na,"(1) low – two or more of the above categories of food items contributed > 10% to all food records, (2) intermediate – one single food item contributed > 90% to all food records, (3) high – restricted food category of one particular item of food.",.na,.na,"Food items were divided into six broad categories: (a) fruit, (b) nectar or pollen, (c) leaves, (d) arthropods, (e) blood, and (f) vertebrates. The percentage of the contribution of each food item to the total dietary records for each bat species was based on the literature (see Table S1 for a complete list of references). Species were assigned to three categories of dietary specialization: (1) low – two or more of the above categories of food items contributed > 10% to all food records; (2) intermediate – one single food item contributed > 90% to all food records; (3) high – restricted food category of one particular item of food.",response,10.1111/1365-2664.12490,Gonçalvez-Souza_2023
vertical stratification,,,,categorical,.na,"(U) understory species, < 33% of all captures in canopy nets, (N) species without apparent preference, 33.1–66% of all captures in canopy nets, (C) canopy species, > 66.1% of all captures in canopy nets.",.na,.na,"Based on capture rate (bats per mnh) using the proportion of captures in ground vs. canopy nets in fragment interiors and continuous forest sites. For this, we considered only bats captured at heights > 6 m in canopy nets vs. < 3 m in ground nets. Species were assigned to three categories of vertical stratification: (U) understory species, < 33% of all captures in canopy nets; (N) species without apparent preference, 33.1–66% of all captures in canopy nets; (C) canopy species, > 66.1% of all captures in canopy nets.",response,10.1111/1365-2664.12490,Gonçalvez-Souza_2023
mobility,,,,categorical,.na,"low, intermediate, high",.na,.na,"Based on the relationship between mean and maximum recapture distances (Fig. S3), using both recapture data obtained during our study and from the radio-tracking and mark-recapture literature (see Table S1 for a complete list of references). Species were grouped into three categories of mobility: low, intermediate, and high (see Fig. S3). ",response,10.1111/1365-2664.12490,Gonçalvez-Souza_2023
aspect ratio,wing morphology,,,numeric,,.na,,,"Considered measures of aspect ratio (wingspan2/wing area) and relative wing loading (wing loading [body mass multiplied by the gravitational acceleration, 9.81 ms2/wing area]/body mass0.33; see Norberg & Rayner 1987 and Norberg 1998). Calculations were made using the average of measurement values of up to five individuals of each species recorded in our study.",response,10.1111/1365-2664.12490,Gonçalvez-Souza_2023
relative wing loading,wing morphology,,,numeric,,.na,,,"Considered measures of aspect ratio (wingspan2/wing area) and relative wing loading (wing loading [body mass multiplied by the gravitational acceleration, 9.81 ms2/wing area]/body mass0.33; see Norberg & Rayner 1987 and Norberg 1998). Calculations were made using the average of measurement values of up to five individuals of each species recorded in our study.",response,10.1111/1365-2664.12490,Gonçalvez-Souza_2023
Diet,,,,categorical,.na,"Fruit or plant, Nectar or pollen, Invertebrates, Vertebrates, Blood",.na,.na,,response,10.1111/ddi.12277,Gonçalvez-Souza_2023
Foraging location,,,,categorical,.na,"Canopy, Subcanopy, Understory",.na,.na,,response,10.1111/ddi.12277,Gonçalvez-Souza_2023
