trait,broaderTerm,narrowerTerm,relatedTerm,valueType,expectedUnit,factorLevels,maxAllowedValue,minAllowedValue,traitDescription,comments,source,fa_y
Current.range,NA,NA,NA,continuous,NA,.na,NA,NA,Current geographical ranges were assembled from the Phylacine 1.2 database28 based on IUCN species ranges.,NA,https://doi.org/10.1038/s41597-022-01234-4,Tanalgo_2022
Natural.range,NA,NA,NA,continuous,NA,.na,NA,NA,"For all species, we estimated their present natural ranges (Peterken 1977), which is potential current natural ranges if species had never experienced strong anthropogenic pressures.",Trait description from Phylacine 1.2,https://doi.org/10.1038/s41597-022-01234-4,Tanalgo_2022
Generation.length,NA,NA,NA,continuous,NA,.na,NA,NA,The adult body mass (in grams) per species were derived from Phylacine 1.228 and generation length from Pacifici et al.29.,NA,https://doi.org/10.1038/s41597-022-01234-4,Tanalgo_2022
Body.mass (grams),NA,NA,NA,continuous,NA,.na,NA,NA,The adult body mass (in grams) per species were derived from Phylacine 1.228 and generation length from Pacifici et al.29.,NA,https://doi.org/10.1038/s41597-022-01234-4,Tanalgo_2022
Mining.quarrying,Direct threats,NA,NA,binomial,.na,"Yes = 1, No = 0",.na,.na,"Direct threats (Tdir) refer to the threats or risks that are direct to or in cave systems with immediate and perceivable impacts on populations or behaviour of species. This category includes direct human impacts (e.g., persecution, eviction, and cave closures) and the use of caves for harvesting bats, tourism, religious visits, and mining (minerals or guano).",NA,https://doi.org/10.1038/s41597-022-01234-4,Tanalgo_2022
Sacred.activities,Direct threats,NA,NA,binomial,.na,"Yes = 1, No = 0",.na,.na,"Direct threats (Tdir) refer to the threats or risks that are direct to or in cave systems with immediate and perceivable impacts on populations or behaviour of species. This category includes direct human impacts (e.g., persecution, eviction, and cave closures) and the use of caves for harvesting bats, tourism, religious visits, and mining (minerals or guano).",NA,https://doi.org/10.1038/s41597-022-01234-4,Tanalgo_2022
Tourism.caving,Direct threats,NA,NA,binomial,.na,"Yes = 1, No = 0",.na,.na,"Direct threats (Tdir) refer to the threats or risks that are direct to or in cave systems with immediate and perceivable impacts on populations or behaviour of species. This category includes direct human impacts (e.g., persecution, eviction, and cave closures) and the use of caves for harvesting bats, tourism, religious visits, and mining (minerals or guano).",NA,https://doi.org/10.1038/s41597-022-01234-4,Tanalgo_2022
Guano.extraction,Direct threats,NA,NA,binomial,.na,"Yes = 1, No = 0",.na,.na,"Direct threats (Tdir) refer to the threats or risks that are direct to or in cave systems with immediate and perceivable impacts on populations or behaviour of species. This category includes direct human impacts (e.g., persecution, eviction, and cave closures) and the use of caves for harvesting bats, tourism, religious visits, and mining (minerals or guano).",NA,https://doi.org/10.1038/s41597-022-01234-4,Tanalgo_2022
Vandalism,Direct threats,NA,NA,binomial,.na,"Yes = 1, No = 0",.na,.na,"Direct threats (Tdir) refer to the threats or risks that are direct to or in cave systems with immediate and perceivable impacts on populations or behaviour of species. This category includes direct human impacts (e.g., persecution, eviction, and cave closures) and the use of caves for harvesting bats, tourism, religious visits, and mining (minerals or guano).",NA,https://doi.org/10.1038/s41597-022-01234-4,Tanalgo_2022
Nest.harvesting,Direct threats,NA,NA,binomial,.na,"Yes = 1, No = 0",.na,.na,"Direct threats (Tdir) refer to the threats or risks that are direct to or in cave systems with immediate and perceivable impacts on populations or behaviour of species. This category includes direct human impacts (e.g., persecution, eviction, and cave closures) and the use of caves for harvesting bats, tourism, religious visits, and mining (minerals or guano).",NA,https://doi.org/10.1038/s41597-022-01234-4,Tanalgo_2022
Hunting.bushmeat,Direct threats,NA,NA,binomial,.na,"Yes = 1, No = 0",.na,.na,"Direct threats (Tdir) refer to the threats or risks that are direct to or in cave systems with immediate and perceivable impacts on populations or behaviour of species. This category includes direct human impacts (e.g., persecution, eviction, and cave closures) and the use of caves for harvesting bats, tourism, religious visits, and mining (minerals or guano).",NA,https://doi.org/10.1038/s41597-022-01234-4,Tanalgo_2022
Intensional.killings,Direct threats,NA,NA,binomial,.na,"Yes = 1, No = 0",.na,.na,"Direct threats (Tdir) refer to the threats or risks that are direct to or in cave systems with immediate and perceivable impacts on populations or behaviour of species. This category includes direct human impacts (e.g., persecution, eviction, and cave closures) and the use of caves for harvesting bats, tourism, religious visits, and mining (minerals or guano).",NA,https://doi.org/10.1038/s41597-022-01234-4,Tanalgo_2022
Gating,Direct threats,NA,NA,binomial,.na,"Yes = 1, No = 0",.na,.na,"Direct threats (Tdir) refer to the threats or risks that are direct to or in cave systems with immediate and perceivable impacts on populations or behaviour of species. This category includes direct human impacts (e.g., persecution, eviction, and cave closures) and the use of caves for harvesting bats, tourism, religious visits, and mining (minerals or guano).",NA,https://doi.org/10.1038/s41597-022-01234-4,Tanalgo_2022
Scientific.research,Direct threats,NA,NA,binomial,.na,"Yes = 1, No = 0",.na,.na,"Direct threats (Tdir) refer to the threats or risks that are direct to or in cave systems with immediate and perceivable impacts on populations or behaviour of species. This category includes direct human impacts (e.g., persecution, eviction, and cave closures) and the use of caves for harvesting bats, tourism, religious visits, and mining (minerals or guano).",NA,https://doi.org/10.1038/s41597-022-01234-4,Tanalgo_2022
Agricultural.conversion,Indirect threats,NA,NA,binomial,.na,"Yes = 1, No = 0",.na,.na,"Indirect threats (Tind) refer to the threats outside cave systems or within cave proximity, of which the impacts to populations are secondary or non-immediate but otherwise detrimental. Examples include deforestation, agriculture, and urbanisation.",NA,https://doi.org/10.1038/s41597-022-01234-4,Tanalgo_2022
Urbanisation,Indirect threats,NA,NA,binomial,.na,"Yes = 1, No = 0",.na,.na,"Indirect threats (Tind) refer to the threats outside cave systems or within cave proximity, of which the impacts to populations are secondary or non-immediate but otherwise detrimental. Examples include deforestation, agriculture, and urbanisation.",NA,https://doi.org/10.1038/s41597-022-01234-4,Tanalgo_2022
Deforestation,Indirect threats,NA,NA,binomial,.na,"Yes = 1, No = 0",.na,.na,"Indirect threats (Tind) refer to the threats outside cave systems or within cave proximity, of which the impacts to populations are secondary or non-immediate but otherwise detrimental. Examples include deforestation, agriculture, and urbanisation.",NA,https://doi.org/10.1038/s41597-022-01234-4,Tanalgo_2022
Pollution,Indirect threats,NA,NA,binomial,.na,"Yes = 1, No = 0",.na,.na,"Indirect threats (Tind) refer to the threats outside cave systems or within cave proximity, of which the impacts to populations are secondary or non-immediate but otherwise detrimental. Examples include deforestation, agriculture, and urbanisation.",NA,https://doi.org/10.1038/s41597-022-01234-4,Tanalgo_2022
Road.kills,Indirect threats,NA,NA,binomial,.na,"Yes = 1, No = 0",.na,.na,"Indirect threats (Tind) refer to the threats outside cave systems or within cave proximity, of which the impacts to populations are secondary or non-immediate but otherwise detrimental. Examples include deforestation, agriculture, and urbanisation.",NA,https://doi.org/10.1038/s41597-022-01234-4,Tanalgo_2022
Disease.parasites,Natural threats,NA,NA,binomial,.na,"Yes = 1, No = 0",.na,.na,"Lastly, Natural threats (Tnat) refer to threats that are natural in origin, though their frequency may be impacted by human activities, and that may directly or indirectly impact populations, such as diseases (e.g., White-nose syndrome) and climate-driven risks (e.g., drought, extreme cold)",NA,https://doi.org/10.1038/s41597-022-01234-4,Tanalgo_2022
Invasive.species,Natural threats,NA,NA,binomial,.na,"Yes = 1, No = 0",.na,.na,"Lastly, Natural threats (Tnat) refer to threats that are natural in origin, though their frequency may be impacted by human activities, and that may directly or indirectly impact populations, such as diseases (e.g., White-nose syndrome) and climate-driven risks (e.g., drought, extreme cold)",NA,https://doi.org/10.1038/s41597-022-01234-4,Tanalgo_2022
Fires,Natural threats,NA,NA,binomial,.na,"Yes = 1, No = 0",.na,.na,"Lastly, Natural threats (Tnat) refer to threats that are natural in origin, though their frequency may be impacted by human activities, and that may directly or indirectly impact populations, such as diseases (e.g., White-nose syndrome) and climate-driven risks (e.g., drought, extreme cold)",NA,https://doi.org/10.1038/s41597-022-01234-4,Tanalgo_2022
Drought,Natural threats,NA,NA,binomial,.na,"Yes = 1, No = 0",.na,.na,"Lastly, Natural threats (Tnat) refer to threats that are natural in origin, though their frequency may be impacted by human activities, and that may directly or indirectly impact populations, such as diseases (e.g., White-nose syndrome) and climate-driven risks (e.g., drought, extreme cold)",NA,https://doi.org/10.1038/s41597-022-01234-4,Tanalgo_2022
Extreme.cold,Natural threats,NA,NA,binomial,.na,"Yes = 1, No = 0",.na,.na,"Lastly, Natural threats (Tnat) refer to threats that are natural in origin, though their frequency may be impacted by human activities, and that may directly or indirectly impact populations, such as diseases (e.g., White-nose syndrome) and climate-driven risks (e.g., drought, extreme cold)",NA,https://doi.org/10.1038/s41597-022-01234-4,Tanalgo_2022
Storm,Natural threats,NA,NA,binomial,.na,"Yes = 1, No = 0",.na,.na,"Lastly, Natural threats (Tnat) refer to threats that are natural in origin, though their frequency may be impacted by human activities, and that may directly or indirectly impact populations, such as diseases (e.g., White-nose syndrome) and climate-driven risks (e.g., drought, extreme cold)",NA,https://doi.org/10.1038/s41597-022-01234-4,Tanalgo_2022
"Record 
life span",NA,NA,NA,numerical,NA,.na,NA,NA,Records of longevity and associated life history and ecological variables were obtained for 64 species of bats (see Supplementary materials http://www.blackwell-science.co.uk/products/journals/suppmat/ACE/ACE020/ACE020sm.htm) either from the primary literature or from personal records of resighted or recaptured animals banded in the field.,NA,https://doi.org/10.1046/j.1474-9728.2002.00020.x,Wilkinson_2002
"Progeny 
per year",NA,NA,NA,numerical,NA,.na,NA,NA,Reproductive rate was estimated as the product of average litter size and the average number of births per year.,NA,https://doi.org/10.1046/j.1474-9728.2002.00020.x,Wilkinson_2002
Latitude,NA,NA,NA,numerical,NA,.na,NA,NA,We either used the latitude where a longevity record was obtained or the latitude at the middle of a species’ range as reported in the literature.,NA,https://doi.org/10.1046/j.1474-9728.2002.00020.x,Wilkinson_2002
"Colony 
size",NA,NA,NA,numerical,NA,.na,NA,NA,"Median colony size was taken from previous reviews (Hosken, 1997, 1998) or from species accounts in the literature.",NA,https://doi.org/10.1046/j.1474-9728.2002.00020.x,Wilkinson_2002
"Female 
mass (g)",NA,NA,NA,numerical,g,.na,NA,NA,"When available, we used average body mass of the individuals for which longevity records were available. Otherwise, we used average body mass of females reported in the literature.",NA,https://doi.org/10.1046/j.1474-9728.2002.00020.x,Wilkinson_2002
Hibernate,NA,NA,NA,categorical,.na,"yes, no",.na,.na,NA,NA,https://doi.org/10.1046/j.1474-9728.2002.00020.x,Wilkinson_2002
"Cave 
roost",NA,NA,NA,categorical,.na,"never, sometimes, always",.na,.na,"Bats utilize a variety of roosting sites, including foliage, caves, tree hollows, and man-made structures (Kunz, 1982) with some species using different types of roosts in different regions or times of the year. To reduce the potential complexity of this variable we scored roosting habit as either always in a cave, never in a cave or sometimes use a cave.",NA,https://doi.org/10.1046/j.1474-9728.2002.00020.x,Wilkinson_2002
Diet,NA,NA,NA,categorical,.na,"animal, fruit",.na,.na,We reduced the potential complexity associated with diet either to consuming animal matter or to consuming fruit or nectar.,NA,https://doi.org/10.1046/j.1474-9728.2002.00020.x,Wilkinson_2002
sex,NA,NA,NA,categorical,.na,"male, female",.na,.na,The sex of the individual(s).,NA,https://doi.org/10.1038/s41597-022-01364-9,Herberstein_2022
body mass,NA,NA,NA,numeric,kg,.na,NA,NA,Numeric standardised body mass value,NA,https://doi.org/10.1038/s41597-022-01364-9,Herberstein_2022
original body mass,NA,NA,NA,numeric,NA,.na,NA,NA,Unstandardised mass or weight value from source document,NA,https://doi.org/10.1038/s41597-022-01364-9,Herberstein_2022
metabolic rate,NA,NA,NA,numeric,W,.na,NA,NA,Numeric standardised metabolic rate value,NA,https://doi.org/10.1038/s41597-022-01364-9,Herberstein_2022
original metabolic rate,NA,NA,NA,numeric,NA,.na,NA,NA,Unstandardised metabolic rate value from source document,NA,https://doi.org/10.1038/s41597-022-01364-9,Herberstein_2022
original temperature,NA,NA,NA,numeric,NA,.na,NA,NA,Temperature at which metabolic rate was measured,NA,https://doi.org/10.1038/s41597-022-01364-9,Herberstein_2022
mass-specific metabolic rate,NA,NA,NA,numeric,NA,.na,NA,NA,Numeric standardised metabolic rate / body mass,NA,https://doi.org/10.1038/s41597-022-01364-9,Herberstein_2022
brain size,NA,NA,NA,numeric,g,.na,NA,NA,Numeric standardised brain size,NA,https://doi.org/10.1038/s41597-022-01364-9,Herberstein_2022
original brain size,NA,NA,NA,numeric,NA,.na,NA,NA,Unstandardised brain size from source document,NA,https://doi.org/10.1038/s41597-022-01364-9,Herberstein_2022
diet,NA,NA,NA,categorical,.na,"(1) animalivore species that occasionally feed on fruits (e.g. phyllostomines, micronycterines), (2) nectar-feeding species which are secondary frugivorous but frequently feed on fruits (glossophagines and lonchophyllines), and (3) obligatory frugivores species which are highly dependent on fruit (carolliines and stenordermatines)",.na,.na,"For diet, we used a previous classification of degree of frugivory in the Neotropical bat family Phyllostomidae (Lobova et al. 2009; Fleming and Kress 2013; Mello et al. 2015) which is: (1) animalivore species that occasionally feed on fruits (e.g. phyllostomines, micronycterines), (2) nectar-feeding species which are secondary frugivorous but frequently feed on fruits (glossophagines and lonchophyllines), and (3) obligatory frugivores species which are highly dependent on fruit (carolliines and stenordermatines).",effect,10.1007/s00442-020-04662-4,Laurindo_2020
aspect ratio,NA,NA,NA,numeric,NA,.na,NA,NA,"We used aspect ratio (AR), i.e. the ratio between wingspan and wing area, as the morphological trait related to wing shape.",effect,10.1007/s00442-020-04662-4,Laurindo_2020
body mass,NA,NA,NA,numeric,NA,.na,NA,NA,NA,effect,10.1007/s00442-020-04662-4,Laurindo_2020
greatest skull length,skull shape,NA,NA,numeric,NA,.na,NA,NA,"Selected skull dimensions were the greatest length, braincase and zygomatic breadth. Because these tree variables are highly correlated (Appendix 3), we ran a principal component analysis (PCA) to summarize the three measurements in a unique variable (PC1).",effect,10.1007/s00442-020-04662-4,Laurindo_2020
braincase breadth,skull shape,NA,NA,numeric,NA,.na,NA,NA,"Selected skull dimensions were the greatest length, braincase and zygomatic breadth. Because these tree variables are highly correlated (Appendix 3), we ran a principal component analysis (PCA) to summarize the three measurements in a unique variable (PC1).",effect,10.1007/s00442-020-04662-4,Laurindo_2020
zygomatic breadth,skull shape,NA,NA,numeric,NA,.na,NA,NA,"Selected skull dimensions were the greatest length, braincase and zygomatic breadth. Because these tree variables are highly correlated (Appendix 3), we ran a principal component analysis (PCA) to summarize the three measurements in a unique variable (PC1).",effect,10.1007/s00442-020-04662-4,Laurindo_2020
foraging guild,NA,NA,NA,categorical,.na,"mixed, open, edge, glean",.na,.na,NA,response,10.1098/rspb.2018.2193,Barbaro_2019
diet specialization,NA,NA,NA,categorical,.na,"spec, interm, gener",.na,.na,NA,response,10.1098/rspb.2018.2193,Barbaro_2019
nursery site,NA,NA,NA,categorical,.na,"cave, tree, build",.na,.na,NA,response,10.1098/rspb.2018.2193,Barbaro_2019
migration strategy,NA,NA,NA,categorical,.na,"resid, short, long",.na,.na,NA,response,10.1098/rspb.2018.2193,Barbaro_2019
mean birth date,NA,NA,NA,categorical,.na,"may, june, july",.na,.na,Months of year,response,10.1098/rspb.2018.2193,Barbaro_2019
home range size,NA,NA,NA,categorical,.na,"small, mid, large, very large",.na,.na,NA,response,10.1098/rspb.2018.2193,Barbaro_2019
female fecundity,NA,NA,NA,numeric,pups,.na,NA,NA,NA,response,10.1098/rspb.2018.2193,Barbaro_2019
body mass,NA,NA,NA,numeric,NA,.na,NA,NA,NA,response,10.1098/rspb.2018.2193,Barbaro_2019
habitat specilization,NA,NA,NA,numeric,NA,.na,NA,NA,ssi,response,10.1098/rspb.2018.2193,Barbaro_2019
thermal index,NA,NA,NA,numeric,Cº,.na,NA,NA,sti,response,10.1098/rspb.2018.2193,Barbaro_2019
trophic functional groups,NA,NA,NA,categorical,.na,"aerial insectivores, frugivores, gleaning animalivores, nectarivores, piscivores, sanguinivores",.na,.na,NA,response,10.1111/ecog.03654,Stevens_2018
forearm length,morphological,NA,NA,numeric,NA,.na,NA,NA,NA,response,10.1111/ecog.03654,Stevens_2018
greatest length of skull,morphological,NA,NA,numeric,NA,.na,NA,NA,NA,response,10.1111/ecog.03654,Stevens_2018
condylobasal length,morphological,NA,NA,numeric,NA,.na,NA,NA,NA,response,10.1111/ecog.03654,Stevens_2018
length of maxillary toothrow,morphological,NA,NA,numeric,NA,.na,NA,NA,NA,response,10.1111/ecog.03654,Stevens_2018
breadth of post-orbital constriction,morphological,NA,NA,numeric,NA,.na,NA,NA,NA,response,10.1111/ecog.03654,Stevens_2018
breadth of braincase,morphological,NA,NA,numeric,NA,.na,NA,NA,NA,response,10.1111/ecog.03654,Stevens_2018
breadth across upper molars,morphological,NA,NA,numeric,NA,.na,NA,NA,NA,response,10.1111/ecog.03654,Stevens_2018
Total skull length (TL),Morphological traits,NA,NA,numeric,NA,.na,NA,NA,NA,undefined,10.3390/d10030100,Murillo-García_2018
Postorbital Width (PW),Morphological traits,NA,NA,numeric,NA,.na,NA,NA,NA,undefined,10.3390/d10030100,Murillo-García_2018
Zygomatic Breadth (ZB),Morphological traits,NA,NA,numeric,NA,.na,NA,NA,NA,undefined,10.3390/d10030100,Murillo-García_2018
Posterior Skull width (PSW),Morphological traits,NA,NA,numeric,NA,.na,NA,NA,NA,undefined,10.3390/d10030100,Murillo-García_2018
Palatal Width at canines (PW),Morphological traits,NA,NA,numeric,NA,.na,NA,NA,NA,undefined,10.3390/d10030100,Murillo-García_2018
Palatal Width at first molar (PW1),Morphological traits,NA,NA,numeric,NA,.na,NA,NA,NA,undefined,10.3390/d10030100,Murillo-García_2018
Total Palate Length (TPL),Morphological traits,NA,NA,numeric,NA,.na,NA,NA,NA,undefined,10.3390/d10030100,Murillo-García_2018
Anterior Skull Length (ASL),Morphological traits,NA,NA,numeric,NA,.na,NA,NA,NA,undefined,10.3390/d10030100,Murillo-García_2018
Post-Palatal length (PPL),Morphological traits,NA,NA,numeric,NA,.na,NA,NA,NA,undefined,10.3390/d10030100,Murillo-García_2018
Maxillary Toothrow Length (MTL),Morphological traits,NA,NA,numeric,NA,.na,NA,NA,NA,undefined,10.3390/d10030100,Murillo-García_2018
Dentary Depth under first molar (DD),Morphological traits,NA,NA,numeric,NA,.na,NA,NA,NA,undefined,10.3390/d10030100,Murillo-García_2018
Coronoid Process Height (CPH),Morphological traits,NA,NA,numeric,NA,.na,NA,NA,NA,undefined,10.3390/d10030100,Murillo-García_2018
Condyle height (CH),Morphological traits,NA,NA,numeric,NA,.na,NA,NA,NA,undefined,10.3390/d10030100,Murillo-García_2018
Condyle to Canine bite point distance (CC),Morphological traits,NA,NA,numeric,NA,.na,NA,NA,NA,undefined,10.3390/d10030100,Murillo-García_2018
Condyle to first molar point distance (Cm1),Morphological traits,NA,NA,numeric,NA,.na,NA,NA,NA,undefined,10.3390/d10030100,Murillo-García_2018
Condyle to last molar point distance (Cm3),Morphological traits,NA,NA,numeric,NA,.na,NA,NA,NA,undefined,10.3390/d10030100,Murillo-García_2018
Total Dentary Length (TDL),Morphological traits,NA,NA,numeric,NA,.na,NA,NA,NA,undefined,10.3390/d10030100,Murillo-García_2018
Condyle-Coronoid Length (CCL),Morphological traits,NA,NA,numeric,NA,.na,NA,NA,NA,undefined,10.3390/d10030100,Murillo-García_2018
Coronoid-Angular Length (CAL),Morphological traits,NA,NA,numeric,NA,.na,NA,NA,NA,undefined,10.3390/d10030100,Murillo-García_2018
Mandibular toothrow length (MAN),Morphological traits,NA,NA,numeric,NA,.na,NA,NA,NA,undefined,10.3390/d10030100,Murillo-García_2018
Ability to fly,NA,NA,NA,categorical,.na,"edge, gleaner, open",.na,.na,NA,response,10.1016/j.foreco.2018.02.028,Renner_2018
body mass,NA,NA,NA,numeric,NA,.na,NA,NA,NA,response,10.1016/j.biocon.2017.12.036,Farneda_2018
trophic level,NA,NA,NA,categorical,.na,"animalivorous, phytophagous",.na,.na,NA,response,10.1016/j.biocon.2017.12.036,Farneda_2018
dietary specialization,NA,NA,NA,categorical,.na,"low, intermediate, high",.na,.na,NA,response,10.1016/j.biocon.2017.12.036,Farneda_2018
vertical stratification,NA,NA,NA,categorical,.na,"canopy, oportunistic, understorey",.na,.na,NA,response,10.1016/j.biocon.2017.12.036,Farneda_2018
aspect ratio,wing morphology,NA,NA,numeric,NA,.na,NA,NA,NA,response,10.1016/j.biocon.2017.12.036,Farneda_2018
relative wing loading,wing morphology,NA,NA,numeric,NA,.na,NA,NA,NA,response,10.1016/j.biocon.2017.12.036,Farneda_2018
Foraging guild,NA,NA,NA,categorical,.na,"edge, open, clutter",.na,.na,NA,undefined,10.4404/hystrix-00016-2017,Monadjem_2018
diet,NA,NA,NA,categorical,.na,"insectivore, nectivore, carnivore",.na,.na,NA,undefined,10.4404/hystrix-00016-2017,Monadjem_2018
mass,Size,NA,NA,numeric,g,.na,NA,NA,NA,undefined,10.4404/hystrix-00016-2017,Monadjem_2018
wing loading,Wing morphology,NA,NA,numeric,N/m2,.na,NA,NA,NA,undefined,10.4404/hystrix-00016-2017,Monadjem_2018
aspect ratio,Wing morphology,NA,NA,numeric,NA,.na,NA,NA,NA,undefined,10.4404/hystrix-00016-2017,Monadjem_2018
peak frequency,echolocation,NA,NA,numeric,kHz,.na,NA,NA,NA,undefined,10.4404/hystrix-00016-2017,Monadjem_2018
roost site,NA,NA,NA,categorical,.na,"cave, crevice, tree",.na,.na,NA,undefined,10.4404/hystrix-00016-2017,Monadjem_2018
Foraging guild,NA,NA,NA,categorical,.na,"Open-space foragers-1, Edge-space foragers-2, Narrow-space foragers-3",.na,.na,"Use of the aerosphere by each species, requiring adaptations in wing shape and echolocation calls",response,10.4404/hystrix-00020-2017,Pereira_2018
Main Feeding Habits,NA,NA,NA,categorical,.na,"Frugivory (F)-1, Nectarivory (N)-2, Insectivory (I)-3, Carnivory (C)-4, Omnivory (O)-5, Sanguinivory (S)-6, F+N-7, F+I-8, F+C-9; N+I-10, F+N+I-11, F+I+C-12",.na,.na,Main types of dietary items,response,10.4404/hystrix-00020-2017,Pereira_2018
Main trophic level,NA,NA,NA,categorical,.na,"Phytophagous-1, Insectivorous-2, Carnivorous-3, Omnivorous-4",.na,.na,"Four general categories, based on the information of the guilds",response,10.4404/hystrix-00020-2017,Pereira_2018
Forearm length,NA,NA,NA,numeric,NA,.na,NA,NA,Average forearm length of each species captured / literature data,response,10.4404/hystrix-00020-2017,Pereira_2018
body mass,NA,NA,NA,numeric,NA,.na,NA,NA,Average body mass of each species captured / literature data,response,10.4404/hystrix-00020-2017,Pereira_2018
Aspect ratio,NA,NA,NA,numeric,NA,.na,NA,NA,Average aspect ratio – wingspan (cm)/area (cm2) –captures / literature data,response,10.4404/hystrix-00020-2017,Pereira_2018
Wing load,NA,NA,NA,numeric,NA,.na,NA,NA,Average relative wing loading - weight (g)/ wing area (cm2) – of each captures / literature data,response,10.4404/hystrix-00020-2017,Pereira_2018
diet,NA,NA,NA,categorical,.na,"F = fruit, N = nectar, I = invertebrates, V = vertebrates, B = blood",.na,.na,NA,response,10.1111/btp.12501,Presley_2018
foraging location,NA,NA,NA,categorical,.na,"C = forest canopy, S = forest subcanopy, U = forest understory",.na,.na,NA,response,10.1111/btp.12501,Presley_2018
foraging strategy,NA,NA,NA,categorical,.na,"P = pounce, G = glean, H = hover",.na,.na,NA,response,10.1111/btp.12501,Presley_2018
body mass,body size,NA,NA,numeric,NA,.na,NA,NA,NA,response,10.1111/btp.12501,Presley_2018
forearm length,body size,NA,NA,numeric,NA,.na,NA,NA,NA,response,10.1111/btp.12501,Presley_2018
greatest length of skull,masticatory mode,NA,NA,numeric,NA,.na,NA,NA,NA,response,10.1111/btp.12501,Presley_2018
condylobasal length,masticatory mode,NA,NA,numeric,NA,.na,NA,NA,NA,response,10.1111/btp.12501,Presley_2018
maxillary tooth row length,masticatory mode,NA,NA,numeric,NA,.na,NA,NA,NA,response,10.1111/btp.12501,Presley_2018
breadth across upper molars,masticatory mode,NA,NA,numeric,NA,.na,NA,NA,NA,response,10.1111/btp.12501,Presley_2018
post-orbital constriction,masticatory mode,NA,NA,numeric,NA,.na,NA,NA,NA,response,10.1111/btp.12501,Presley_2018
breadth of braincase,masticatory mode,NA,NA,numeric,NA,.na,NA,NA,NA,response,10.1111/btp.12501,Presley_2018
wing aspect ratio,aerodynamics,NA,NA,numeric,NA,.na,NA,NA,NA,response,10.1111/btp.12501,Presley_2018
wing loading,aerodynamics,NA,NA,numeric,NA,.na,NA,NA,NA,response,10.1111/btp.12501,Presley_2018
FA = Forearm length,NA,NA,NA,numeric,NA,.na,NA,NA,NA,undefined,10.3161/15081109ACC2017.19.2.005,Reardon_2017
GSL = Greatest skull length,NA,NA,NA,numeric,NA,.na,NA,NA,NA,undefined,10.3161/15081109ACC2017.19.2.005,Reardon_2017
TL = Total length,NA,NA,NA,numeric,NA,.na,NA,NA,NA,undefined,10.3161/15081109ACC2017.19.2.005,Reardon_2017
T = Tail length,NA,NA,NA,numeric,NA,.na,NA,NA,NA,undefined,10.3161/15081109ACC2017.19.2.005,Reardon_2017
E = Ear length,NA,NA,NA,numeric,NA,.na,NA,NA,NA,undefined,10.3161/15081109ACC2017.19.2.005,Reardon_2017
CI = Condylo-incisive length,NA,NA,NA,numeric,NA,.na,NA,NA,NA,undefined,10.3161/15081109ACC2017.19.2.005,Reardon_2017
CC = Condylo-canine length,NA,NA,NA,numeric,NA,.na,NA,NA,NA,undefined,10.3161/15081109ACC2017.19.2.005,Reardon_2017
Zyg = Zygomatic breadth,NA,NA,NA,numeric,NA,.na,NA,NA,NA,undefined,10.3161/15081109ACC2017.19.2.005,Reardon_2017
Mast = Mastoid breadth,NA,NA,NA,numeric,NA,.na,NA,NA,NA,undefined,10.3161/15081109ACC2017.19.2.005,Reardon_2017
Brain = Breadth of brain case,NA,NA,NA,numeric,NA,.na,NA,NA,NA,undefined,10.3161/15081109ACC2017.19.2.005,Reardon_2017
Inter = Narrowest breadth of skull,NA,NA,NA,numeric,NA,.na,NA,NA,NA,undefined,10.3161/15081109ACC2017.19.2.005,Reardon_2017
Mand = Mandibular length,NA,NA,NA,numeric,NA,.na,NA,NA,NA,undefined,10.3161/15081109ACC2017.19.2.005,Reardon_2017
Mc-m3 = Mandibular tooth row length,NA,NA,NA,numeric,NA,.na,NA,NA,NA,undefined,10.3161/15081109ACC2017.19.2.005,Reardon_2017
c-m3 = Length of upper tooth row,NA,NA,NA,numeric,NA,.na,NA,NA,NA,undefined,10.3161/15081109ACC2017.19.2.005,Reardon_2017
c-c = Width across the upper canines,NA,NA,NA,numeric,NA,.na,NA,NA,NA,undefined,10.3161/15081109ACC2017.19.2.005,Reardon_2017
m3-m3 = Width across the upper molars,NA,NA,NA,numeric,NA,.na,NA,NA,NA,undefined,10.3161/15081109ACC2017.19.2.005,Reardon_2017
ecolocation strategy,NA,NA,NA,categorical,.na,"high-duty cycle echolocation (HDC), low-duty cycle nasal echolocation (LDCN), low-duty cycle mouth echolocation (LDCM)",.na,.na,"We also classified bats to one of three echolocation strategies — high-duty cycle echolocation (HDC), low-duty cycle nasal echolocation (LDCN) or low-duty cycle mouth echolocation (LDCM) (Monadjem et al., 2010; Lazure and Fenton, 2011).",undefined,10.3161/15081109ACC2017.19.2.005,Reardon_2017
foraging guild,NA,NA,NA,categorical,.na,"AI = aerial insectivore, HI = high flying insectivores, GO = gleaning omnivores, CF = canopy frugivores, UF = understory frugivores, N = nectarivores, S = sanguinivores, P = piscivores",.na,.na,NA,response,10.1111/2041-210X.12696,Scheiner_2017
fruit,diet,NA,NA,categorical,.na,"1 = yes, 2 = no",.na,.na,NA,response,10.1111/2041-210X.12696,Scheiner_2017
nectar,diet,NA,NA,categorical,.na,"1 = yes, 2 = no",.na,.na,NA,response,10.1111/2041-210X.12696,Scheiner_2017
invertebrates,diet,NA,NA,categorical,.na,"1 = yes, 2 = no",.na,.na,NA,response,10.1111/2041-210X.12696,Scheiner_2017
